imu_now,imu_mean,imu_std,imu_max,imu_min,imu_range,imu_max_diff,imu_mean_diff,imu_rate,label
1.0273,1.0101,0.0139,1.0308,0.9937,0.0372,0.0186,0.0077,-0.0018,braking
0.9953,0.9988,0.0111,1.0132,0.9742,0.039,0.039,0.0145,-0.013,normal
0.9981,1.0064,0.0134,1.0252,0.9851,0.04,0.04,0.0141,-0.0013,normal
1.0059,0.9992,0.012,1.0243,0.9808,0.0435,0.0406,0.0169,0.0136,normal
0.9953,1.5196,0.3328,1.9126,0.9953,0.9173,0.3085,0.2026,-0.3085,speed_hump
0.9619,0.9941,0.016,1.0144,0.9619,0.0525,0.0372,0.0201,-0.025,normal
0.9953,0.9949,0.01,1.0208,0.9835,0.0373,0.0311,0.0133,0.0097,normal
0.996,1.0008,0.0106,1.0241,0.9823,0.0418,0.0418,0.0152,0.0029,normal
0.9993,1.0715,0.495,2.4248,0.3139,2.1108,2.1108,0.4781,0.6854,pothole
1.0322,1.0221,0.0112,1.0343,0.9942,0.0401,0.0176,0.0079,-0.0021,braking
1.0002,0.9944,0.0102,1.0113,0.9788,0.0325,0.0296,0.0127,0.0215,normal
1.0042,1.4543,0.2968,1.8103,0.9803,0.83,0.2898,0.1818,-0.2409,speed_hump
0.9837,1.1207,0.6309,2.8975,0.2763,2.6212,2.6212,0.585,0.7074,pothole
1.0165,1.0092,0.0084,1.0222,0.9961,0.0261,0.0175,0.0111,0.0175,normal
1.0001,0.9996,0.0121,1.0135,0.9763,0.0371,0.0271,0.0144,-0.0116,normal
0.9881,1.0058,0.0154,1.0304,0.9881,0.0423,0.0423,0.0224,-0.0423,normal
0.9992,1.1854,0.7586,3.4135,0.4789,2.9347,2.9347,0.6666,0.5204,pothole
0.9794,0.9995,0.0109,1.0192,0.9794,0.0398,0.0216,0.0116,-0.0216,normal
1.0289,1.0014,0.0137,1.0289,0.9801,0.0488,0.0425,0.0139,0.0425,normal
1.0303,1.0111,0.0104,1.0303,0.9966,0.0337,0.0194,0.0101,0.0184,braking
0.9824,1.1038,0.5663,2.6945,0.3359,2.3587,2.3587,0.5311,0.6466,pothole
1.012,1.2305,0.1468,1.4155,1.0031,0.4125,0.1364,0.0907,-0.1307,speed_hump
0.976,1.3592,0.2462,1.6657,0.9723,0.6935,0.2356,0.1537,-0.2356,speed_hump
0.971,0.975,0.0107,0.9918,0.9617,0.0301,0.0285,0.0092,0.0038,braking
0.9921,1.0023,0.0144,1.0275,0.9861,0.0414,0.0407,0.0179,-0.0072,normal
1.0011,1.1045,0.5504,2.6507,0.3577,2.293,2.293,0.518,0.6435,pothole
1.017,1.0064,0.0125,1.0279,0.9849,0.043,0.0267,0.0154,0.0042,normal
0.9777,1.0771,0.5202,2.5039,0.2911,2.2127,2.2127,0.4984,0.6865,pothole
0.9987,1.002,0.0093,1.0189,0.9847,0.0342,0.0207,0.0109,-0.0134,braking
0.9997,1.0003,0.0125,1.0245,0.9764,0.0481,0.0249,0.0148,-0.0036,normal
0.9941,1.5194,0.3272,1.9301,0.9941,0.9361,0.3283,0.2044,-0.3283,speed_hump
0.9954,1.0038,0.0147,1.0259,0.983,0.0429,0.0329,0.0202,-0.0057,normal
0.9876,1.4531,0.2838,1.7676,0.9876,0.7801,0.3064,0.1701,-0.3064,speed_hump
0.9954,1.0004,0.0127,1.0235,0.9714,0.0521,0.0376,0.0131,0.0039,normal
1.0059,1.0025,0.007,1.0114,0.9864,0.025,0.0183,0.007,0.0077,braking
0.997,1.0056,0.0119,1.0218,0.9848,0.037,0.0357,0.0172,-0.0058,normal
1.0106,1.2678,0.1564,1.451,1.0106,0.4404,0.1874,0.094,-0.1404,speed_hump
0.9831,1.0003,0.017,1.0325,0.9794,0.0531,0.0531,0.0259,-0.0064,normal
0.9838,1.5364,0.3346,1.9181,0.9838,0.9343,0.367,0.204,-0.367,speed_hump
0.9658,0.9832,0.0134,1.0017,0.9614,0.0403,0.0179,0.0078,-0.0036,braking
0.9777,0.9912,0.0141,1.0206,0.968,0.0526,0.0247,0.0132,-0.0058,braking
0.9892,1.1321,0.6154,2.9105,0.4424,2.468,2.468,0.556,0.5468,pothole
0.978,0.995,0.0098,1.0143,0.978,0.0363,0.0304,0.0122,-0.0237,normal
1.0246,1.0045,0.009,1.0246,0.9914,0.0332,0.03,0.011,0.03,normal
1.0389,1.0198,0.013,1.0389,1.0022,0.0367,0.0169,0.0065,0.0002,braking
1.0065,0.9977,0.0085,1.0148,0.9819,0.0329,0.0245,0.0121,0.0088,normal
1.0076,1.1227,0.5908,2.8136,0.4076,2.406,2.406,0.5421,0.6,pothole
1.007,1.4565,0.2844,1.809,1.007,0.802,0.2695,0.1775,-0.2695,speed_hump
0.9939,0.9985,0.0066,1.0121,0.9873,0.0248,0.0248,0.0099,0.0005,normal
0.9877,1.0048,0.0109,1.0257,0.9877,0.038,0.026,0.0108,-0.0196,normal
1.0041,1.0005,0.0092,1.0173,0.9849,0.0324,0.0324,0.0136,-0.0054,normal
1.008,0.9992,0.0061,1.0086,0.9911,0.0175,0.0171,0.0093,0.014,normal
1.0086,1.0602,0.5003,2.3943,0.2288,2.1655,2.1655,0.4853,0.7798,pothole
0.9822,0.9947,0.0115,1.0177,0.9774,0.0403,0.0355,0.0135,-0.0355,normal
1.0009,1.0007,0.0097,1.017,0.9868,0.0302,0.0302,0.0149,0.0025,normal
1.0104,0.9988,0.007,1.0104,0.9848,0.0255,0.0169,0.0082,0.0103,braking
0.9969,1.0025,0.0086,1.0154,0.9863,0.0291,0.0197,0.0095,-0.0131,braking
0.991,1.471,0.2974,1.835,0.991,0.8439,0.2927,0.1851,-0.2927,speed_hump
1.0038,0.994,0.0143,1.0159,0.9651,0.0508,0.0305,0.0154,-0.0122,normal
0.9933,1.6612,0.4208,2.148,0.9718,1.1762,0.4404,0.259,-0.4039,speed_hump
0.9627,1.3155,0.212,1.5502,0.9627,0.5875,0.221,0.1291,-0.1916,speed_hump
0.9755,1.1082,0.5488,2.6818,0.4533,2.2284,2.2284,0.5013,0.5221,pothole
0.9734,0.9942,0.0154,1.0183,0.9734,0.045,0.033,0.015,-0.0313,normal
0.9927,1.1277,0.6287,2.9255,0.3625,2.563,2.563,0.5789,0.6301,pothole
0.9976,1.0019,0.0069,1.0125,0.9912,0.0213,0.0182,0.012,-0.015,normal
1.0205,1.1814,0.8118,3.5349,0.2989,3.2361,3.2361,0.7317,0.7216,pothole
0.974,0.9795,0.0053,0.9887,0.9721,0.0166,0.0154,0.006,-0.0014,braking
1.0059,1.1972,0.7954,3.5247,0.416,3.1087,3.1087,0.7005,0.5898,pothole
1.0059,1.0045,0.005,1.0107,0.9961,0.0146,0.0091,0.0053,-0.0049,braking
0.9795,1.1522,0.6999,3.1768,0.3752,2.8016,2.8016,0.6252,0.6043,pothole
0.9913,1.5284,0.3443,1.9377,0.9846,0.9531,0.3152,0.2111,-0.3132,speed_hump
0.986,1.2513,0.1582,1.436,0.986,0.45,0.1543,0.0961,-0.1543,speed_hump
0.9855,1.0807,0.458,2.3666,0.4576,1.909,1.909,0.4286,0.5279,pothole
0.9969,0.9995,0.0078,1.0143,0.9859,0.0284,0.0284,0.0125,-0.0065,normal
1.0129,1.4658,0.2833,1.8043,1.0129,0.7914,0.2909,0.1757,-0.278,speed_hump
1.0,1.0041,0.0099,1.0211,0.9877,0.0334,0.0255,0.0129,-0.0211,normal
0.9836,1.1381,0.6991,3.1313,0.2691,2.8622,2.8622,0.6437,0.7145,pothole
1.0159,0.9987,0.0084,1.0159,0.986,0.0299,0.0181,0.0075,0.0064,braking
0.994,1.0058,0.0153,1.0339,0.9842,0.0497,0.0497,0.0203,-0.0103,normal
0.9987,0.9977,0.0076,1.0134,0.9897,0.0237,0.0208,0.0086,0.0008,normal
0.9906,1.1853,0.7597,3.4188,0.4861,2.9327,2.9327,0.6555,0.5045,pothole
0.9834,1.4904,0.3158,1.852,0.9834,0.8686,0.3204,0.1911,-0.3204,speed_hump
0.965,1.1151,0.5624,2.7328,0.4602,2.2725,2.2725,0.5102,0.5047,pothole
0.9923,1.1103,0.5362,2.645,0.4613,2.1837,2.1837,0.4954,0.531,pothole
1.0048,1.2893,0.1873,1.523,0.9818,0.5413,0.1982,0.1177,-0.1982,speed_hump
0.9726,1.3382,0.224,1.593,0.9726,0.6204,0.2264,0.1355,-0.2158,speed_hump
1.0126,1.0066,0.0086,1.0288,0.9977,0.0311,0.0295,0.0101,0.0102,normal
0.9991,1.6498,0.4133,2.1423,0.9872,1.155,0.4333,0.2554,-0.3889,speed_hump
1.0015,0.9992,0.0095,1.0131,0.9764,0.0367,0.0234,0.01,0.0054,normal
0.9972,1.0023,0.0084,1.0175,0.9878,0.0298,0.0151,0.0105,-0.0144,normal
1.0111,1.0006,0.0121,1.0171,0.9707,0.0463,0.0277,0.0126,-0.006,normal
1.0164,0.9993,0.0102,1.0164,0.9809,0.0355,0.0244,0.0127,0.0137,normal
1.026,1.0045,0.0108,1.026,0.9837,0.0423,0.0253,0.0117,0.0182,normal
0.999,1.2658,0.1677,1.451,0.9893,0.4617,0.1818,0.1015,-0.1628,speed_hump
0.9924,1.1804,0.8103,3.5277,0.2919,3.2358,3.2358,0.7218,0.7005,pothole
0.9781,1.0018,0.0139,1.0222,0.9781,0.0442,0.0392,0.0185,-0.0392,normal
1.0124,1.0053,0.0094,1.0124,0.9788,0.0336,0.0332,0.0099,0.0097,normal
0.9672,0.9877,0.0088,0.9958,0.9672,0.0285,0.0118,0.005,-0.0108,braking
0.9989,0.9983,0.0106,1.0172,0.9777,0.0395,0.0395,0.0142,0.0071,normal
0.9801,0.9997,0.0086,1.0076,0.9801,0.0275,0.0275,0.0075,-0.0275,braking
1.0237,1.0115,0.0099,1.0237,0.9878,0.0359,0.0289,0.0136,0.0141,braking
1.0048,1.0054,0.0081,1.0204,0.9876,0.0328,0.0237,0.0101,0.0172,normal
0.9565,0.9788,0.0141,1.0,0.9565,0.0435,0.0188,0.0084,-0.0059,braking
0.9812,0.985,0.0139,1.0133,0.9674,0.0458,0.032,0.0095,0.0096,braking
1.0037,0.9982,0.0102,1.0096,0.9773,0.0324,0.0315,0.0142,0.0265,normal
1.0333,1.0293,0.0106,1.0414,1.0115,0.0298,0.0191,0.0081,-0.003,braking
0.9947,0.998,0.0077,1.0134,0.9883,0.0252,0.0252,0.0079,-0.0057,braking
0.9994,1.2769,0.1635,1.4861,0.9994,0.4866,0.1679,0.1028,-0.1679,speed_hump
1.0188,1.0101,0.0075,1.0189,0.9988,0.0201,0.0201,0.0094,0.0015,braking
0.9973,0.9977,0.014,1.0143,0.9694,0.0449,0.0419,0.016,0.0137,normal
1.0029,0.9986,0.0136,1.0197,0.9684,0.0512,0.0362,0.0133,0.0091,normal
0.9914,0.9989,0.0073,1.0089,0.9863,0.0227,0.0226,0.0099,-0.0114,normal
1.0097,1.3488,0.2383,1.6668,0.9902,0.6765,0.2123,0.1482,-0.166,speed_hump
1.0084,1.0018,0.0135,1.0156,0.9779,0.0377,0.0351,0.0209,0.0128,normal
1.0369,0.9994,0.0162,1.0369,0.9758,0.0611,0.0241,0.0115,0.0241,braking
1.0324,1.0305,0.0099,1.0482,1.0109,0.0373,0.0158,0.0075,-0.0158,braking
0.9645,0.9772,0.0111,0.9941,0.9549,0.0391,0.0203,0.0098,0.0095,braking
0.9648,1.5482,0.3624,1.9892,0.9648,1.0244,0.3512,0.2254,-0.3483,speed_hump
1.0056,1.1213,0.6017,2.8236,0.3363,2.4873,2.4873,0.5573,0.6693,pothole
1.0164,1.0014,0.0124,1.0167,0.978,0.0387,0.0387,0.0154,0.0118,normal
1.0091,1.2306,0.1518,1.4134,0.9718,0.4416,0.1857,0.094,-0.1148,speed_hump
1.0205,1.1801,0.7721,3.4166,0.3337,3.0829,3.0829,0.6944,0.6868,pothole
1.0061,1.0,0.0053,1.0089,0.9908,0.0181,0.0165,0.0065,0.0064,normal
0.9871,1.1749,0.7538,3.3635,0.3677,2.9958,2.9958,0.6776,0.6194,pothole
0.9837,0.9921,0.0105,1.0146,0.9758,0.0388,0.0276,0.0095,-0.003,braking
1.0384,1.0262,0.0132,1.0418,1.0019,0.0399,0.0259,0.0116,-0.0034,braking
0.9909,1.4938,0.316,1.8899,0.9909,0.899,0.3164,0.199,-0.2965,speed_hump
0.9893,0.9993,0.0078,1.0151,0.9893,0.0258,0.0258,0.0105,-0.0258,normal
0.9867,1.6372,0.4039,2.1221,0.9867,1.1354,0.4037,0.2494,-0.4037,speed_hump
0.992,0.9963,0.0085,1.0097,0.9848,0.0249,0.0242,0.0144,-0.0143,normal
0.9837,1.4525,0.2896,1.7885,0.9837,0.8048,0.2847,0.1766,-0.279,speed_hump
0.992,0.9927,0.0106,1.0121,0.9758,0.0363,0.0201,0.0117,-0.0201,braking
1.0169,1.6063,0.373,2.0546,1.0122,1.0424,0.3705,0.2311,-0.3705,speed_hump
0.9607,1.4317,0.2897,1.7804,0.9607,0.8197,0.2838,0.1786,-0.2838,speed_hump
1.0024,1.0011,0.0132,1.0216,0.9868,0.0348,0.0347,0.0193,-0.0109,normal
0.9877,1.0053,0.0138,1.0352,0.9877,0.0476,0.0476,0.0176,-0.0476,normal
1.0012,0.9974,0.0063,1.0083,0.9834,0.0248,0.0165,0.0058,-0.0006,normal
0.9975,1.5874,0.3751,2.0491,0.9955,1.0536,0.3585,0.2339,-0.3402,speed_hump
0.9949,0.9936,0.0073,1.0089,0.9793,0.0296,0.017,0.0064,0.0052,braking
1.0098,1.0016,0.0147,1.0305,0.981,0.0495,0.0362,0.0209,0.0288,normal
1.0142,1.0002,0.0118,1.02,0.9775,0.0425,0.0367,0.0183,0.0367,normal
1.0126,1.0533,0.4196,2.1864,0.3831,1.8033,1.8033,0.4111,0.6294,pothole
0.9971,1.0802,0.442,2.319,0.4729,1.8461,1.8461,0.4166,0.5242,pothole
0.9883,0.9988,0.0081,1.013,0.9883,0.0247,0.0161,0.008,-0.0026,normal
0.9705,1.3907,0.2511,1.6977,0.9705,0.7271,0.2596,0.1567,-0.2596,speed_hump
0.9787,1.1945,0.7397,3.3776,0.5583,2.8194,2.8194,0.635,0.4205,pothole
0.9985,1.458,0.288,1.8025,0.9985,0.804,0.2853,0.178,-0.2811,speed_hump
0.9966,1.2531,0.1624,1.4697,0.9807,0.489,0.184,0.1069,-0.1837,speed_hump
0.9904,1.0025,0.0102,1.0259,0.9887,0.0372,0.0296,0.0119,-0.0126,normal
1.0213,1.0062,0.0092,1.0213,0.9911,0.0302,0.0096,0.0046,0.0074,braking
1.0096,1.0041,0.0135,1.0277,0.9832,0.0445,0.0445,0.0181,0.005,normal
1.0246,1.0666,0.4388,2.258,0.3782,1.8798,1.8798,0.4284,0.6464,pothole
1.0044,1.5515,0.3465,1.9917,1.0013,0.9904,0.3552,0.2197,-0.3243,speed_hump
0.9805,0.9965,0.0089,1.0075,0.9805,0.027,0.0219,0.0108,-0.0219,normal
1.0066,1.1434,0.5833,2.8408,0.534,2.3068,2.3068,0.5245,0.4726,pothole
1.0079,1.1814,0.7343,3.3354,0.4856,2.8498,2.8498,0.644,0.5223,pothole
1.0051,0.9982,0.0109,1.0152,0.9774,0.0378,0.0275,0.0157,-0.0065,normal
0.9873,1.5495,0.3527,1.9752,0.9856,0.9896,0.3524,0.2197,-0.3468,speed_hump
1.0048,1.0089,0.0163,1.0344,0.9892,0.0452,0.0452,0.0201,0.0118,normal
0.9852,0.9964,0.0114,1.0186,0.9814,0.0372,0.0296,0.0188,-0.0245,normal
1.0208,1.1778,0.7118,3.2649,0.4983,2.7666,2.7666,0.6289,0.5225,pothole
1.0035,1.6688,0.4179,2.161,1.0035,1.1575,0.4149,0.2565,-0.4149,speed_hump
0.991,1.0059,0.0112,1.0259,0.991,0.0349,0.0332,0.0159,-0.0094,normal
0.9997,1.0418,0.3856,2.0625,0.3875,1.675,1.675,0.3817,0.6122,pothole
0.999,1.2209,0.8071,3.6125,0.5825,3.03,3.03,0.6857,0.4165,pothole
1.0022,1.1635,0.7303,3.2609,0.3012,2.9597,2.9597,0.6627,0.7009,pothole
0.9623,0.9903,0.0139,1.0075,0.9623,0.0452,0.0182,0.0094,-0.0147,braking
0.9853,1.0007,0.0135,1.026,0.9853,0.0407,0.0302,0.0091,-0.0027,normal
1.0051,1.0008,0.0084,1.0104,0.9876,0.0228,0.0202,0.0095,-0.0027,normal
0.983,1.1123,0.6373,2.9002,0.2413,2.6588,2.6588,0.597,0.7417,pothole
0.9893,1.2084,0.7995,3.5737,0.5532,3.0205,3.0205,0.6872,0.4361,pothole
1.0125,1.0007,0.0145,1.0191,0.9745,0.0446,0.0412,0.0182,0.0111,normal
0.9825,1.4372,0.2731,1.7671,0.9825,0.7847,0.2756,0.1677,-0.2516,speed_hump
1.0022,1.0027,0.0105,1.0262,0.99,0.0362,0.0362,0.0135,-0.0112,normal
0.9932,0.9967,0.0127,1.0168,0.9741,0.0428,0.0314,0.0188,0.0077,normal
0.9898,1.0025,0.0155,1.0374,0.9748,0.0625,0.0334,0.0176,-0.0199,normal
0.9884,1.1871,0.8089,3.5436,0.3499,3.1937,3.1937,0.7171,0.6386,pothole
1.0111,0.9973,0.01,1.0124,0.9778,0.0345,0.0213,0.0135,0.0213,normal
1.0178,1.1714,0.6932,3.1923,0.4595,2.7327,2.7327,0.6149,0.5583,pothole
0.9995,1.1377,0.5452,2.7308,0.5939,2.1369,2.1369,0.4839,0.4056,pothole
0.993,0.9995,0.0095,1.0162,0.9887,0.0275,0.0196,0.0105,-0.0009,braking
1.0251,1.0018,0.015,1.0291,0.9835,0.0457,0.0328,0.0156,0.0128,normal
0.9976,1.0006,0.0113,1.0205,0.9867,0.0338,0.0338,0.0153,0.01,normal
1.0462,1.0074,0.0158,1.0462,0.9835,0.0628,0.0401,0.0112,0.0401,normal
1.0092,0.9984,0.0092,1.011,0.9866,0.0244,0.022,0.0096,0.022,braking
1.01,1.4021,0.2478,1.7028,1.01,0.6928,0.2407,0.1528,-0.2407,speed_hump
0.9823,0.999,0.0169,1.0423,0.9823,0.06,0.0573,0.0179,-0.0172,normal
1.0078,1.0028,0.0103,1.0233,0.9891,0.0341,0.0338,0.0126,0.005,normal
0.993,0.9962,0.0125,1.0141,0.9793,0.0348,0.0288,0.0155,-0.0211,normal
1.0137,1.0917,0.4212,2.2973,0.5827,1.7146,1.7146,0.3877,0.4311,pothole
1.0052,1.0005,0.0097,1.0114,0.9834,0.028,0.0179,0.0078,0.0129,normal
0.9993,1.0005,0.0134,1.0264,0.9779,0.0485,0.0328,0.0183,-0.0066,normal
1.02,1.002,0.0102,1.02,0.9855,0.0345,0.0294,0.0111,0.0192,normal
0.9988,0.9978,0.0099,1.0217,0.9823,0.0394,0.0394,0.013,0.0064,normal
0.9994,1.4838,0.3079,1.8406,0.9778,0.8628,0.3223,0.1893,-0.3059,speed_hump
0.9931,1.0071,0.0118,1.0244,0.9931,0.0314,0.0293,0.0157,-0.0054,normal
1.0039,1.0028,0.0064,1.0124,0.9931,0.0193,0.0173,0.0092,-0.0051,normal
0.9858,0.9922,0.0078,1.005,0.9785,0.0266,0.017,0.011,-0.0094,normal
0.9869,1.4987,0.3245,1.8818,0.9869,0.8948,0.3074,0.198,-0.3074,speed_hump
0.986,1.0008,0.0099,1.0138,0.9854,0.0284,0.0284,0.0144,-0.0197,normal
0.9812,0.9976,0.0116,1.0227,0.9812,0.0415,0.0333,0.0119,-0.0199,normal
0.9978,1.4211,0.2632,1.7245,0.9978,0.7267,0.2627,0.159,-0.2627,speed_hump
0.9922,0.9983,0.0167,1.0372,0.9699,0.0673,0.0403,0.0172,-0.0139,normal
0.9645,0.9846,0.0119,1.0085,0.9645,0.044,0.0246,0.0117,-0.0139,braking
1.0033,1.0482,0.3625,2.0364,0.4877,1.5487,1.5487,0.3502,0.5156,pothole
0.9586,0.9767,0.0105,0.998,0.9586,0.0394,0.0205,0.0093,-0.0085,braking
1.0242,1.6151,0.3751,2.0584,1.0093,1.049,0.3677,0.2315,-0.3668,speed_hump
1.0168,1.3491,0.2165,1.6251,1.0083,0.6167,0.2105,0.1361,-0.1875,speed_hump
0.9993,0.9968,0.0148,1.0195,0.9755,0.044,0.0361,0.0165,0.0198,normal
0.9998,1.0068,0.0112,1.0236,0.9873,0.0363,0.0277,0.0154,-0.0105,normal
1.0233,1.0035,0.0117,1.0233,0.9857,0.0376,0.0376,0.0122,0.0376,normal
1.0208,0.9996,0.0116,1.0208,0.9765,0.0442,0.0359,0.0148,0.0318,normal
1.0246,1.0256,0.0098,1.0384,1.0056,0.0328,0.0118,0.0083,-0.0115,braking
0.9646,0.9855,0.011,1.0099,0.9646,0.0453,0.0221,0.0085,-0.0163,braking
1.0166,1.0059,0.0118,1.0202,0.9811,0.0391,0.0366,0.0155,-0.0012,normal
1.0021,1.0112,0.0068,1.0247,1.0016,0.023,0.0178,0.009,-0.0076,braking
0.992,1.6123,0.3896,2.0653,0.992,1.0733,0.3889,0.2368,-0.3889,speed_hump
0.9922,1.2583,0.1691,1.4557,0.987,0.4687,0.167,0.1036,-0.1649,speed_hump
1.0084,1.0013,0.0081,1.0156,0.9894,0.0262,0.0213,0.0099,-0.0073,braking
0.9885,0.9902,0.006,1.0017,0.9816,0.0202,0.0202,0.0086,0.0031,braking
1.0054,1.6818,0.4232,2.2003,0.9975,1.2028,0.4384,0.2664,-0.4384,speed_hump
1.0069,1.1222,0.5338,2.672,0.5498,2.1221,2.1221,0.4769,0.4571,pothole
0.9788,0.997,0.0103,1.0127,0.9788,0.0338,0.0253,0.0101,-0.0253,normal
1.0298,1.0138,0.0121,1.0298,0.9945,0.0353,0.0282,0.0108,0.0096,braking
0.9964,1.3079,0.1982,1.5722,0.9964,0.5758,0.1937,0.127,-0.1549,speed_hump
1.0301,1.2909,0.1849,1.5408,0.9903,0.5505,0.2047,0.1179,-0.1265,speed_hump
0.9979,1.001,0.0092,1.0137,0.9838,0.03,0.018,0.0099,-0.0038,normal
0.9991,0.9993,0.0137,1.0174,0.9811,0.0363,0.0351,0.0216,-0.0184,normal
0.9501,0.9766,0.0166,0.9952,0.9486,0.0466,0.0236,0.0091,0.0015,braking
1.0135,1.2081,0.8164,3.6039,0.4375,3.1664,3.1664,0.7147,0.5761,pothole
1.0106,0.9975,0.0134,1.02,0.9779,0.0421,0.0347,0.0162,0.0077,normal
0.9943,1.3287,0.2206,1.5831,0.9788,0.6043,0.2072,0.1326,-0.1765,speed_hump
0.9865,0.9966,0.0142,1.0194,0.9736,0.0458,0.0286,0.0155,-0.0165,normal
1.0087,1.0865,0.4566,2.3749,0.4828,1.8921,1.8921,0.4322,0.5259,pothole
1.0008,1.2087,0.8907,3.7931,0.2466,3.5464,3.5464,0.7907,0.7542,pothole
0.9944,1.0032,0.0063,1.0153,0.9944,0.0209,0.0138,0.0072,-0.0071,normal
0.9926,1.052,0.465,2.2848,0.267,2.0178,2.0178,0.4576,0.7255,pothole
0.9739,0.9909,0.0122,1.0176,0.9738,0.0438,0.0146,0.0056,0.0001,braking
1.0074,1.0004,0.0093,1.0117,0.9812,0.0305,0.0263,0.0101,0.0083,normal
0.9841,1.0019,0.011,1.0185,0.9841,0.0344,0.0319,0.0114,-0.0206,normal
1.0223,1.0098,0.008,1.0223,0.9956,0.0267,0.0152,0.0068,0.0097,braking
1.0173,1.0081,0.0115,1.0193,0.9787,0.0406,0.0308,0.0109,0.0012,normal
0.9955,1.5204,0.3222,1.917,0.9955,0.9215,0.3224,0.1999,-0.3224,speed_hump
0.9868,1.0807,0.4121,2.2499,0.5525,1.6974,1.6974,0.3832,0.4343,pothole
1.0116,1.0072,0.0069,1.0158,0.9926,0.0232,0.0158,0.0049,-0.0002,braking
0.9901,1.1119,0.6352,2.8829,0.2159,2.6669,2.6669,0.5975,0.7742,pothole
0.9984,1.0038,0.0112,1.0195,0.9877,0.0319,0.0311,0.0191,-0.0098,normal
0.9926,1.1443,0.7041,3.1672,0.316,2.8512,2.8512,0.6435,0.6766,pothole
1.0003,1.0021,0.0093,1.0149,0.9844,0.0304,0.0204,0.0118,-0.0146,normal
0.9801,0.9918,0.0085,1.0029,0.9791,0.0238,0.0199,0.0098,0.001,braking
1.0002,0.9961,0.0123,1.0216,0.9778,0.0439,0.0372,0.0151,0.0017,normal
0.9975,1.0013,0.0147,1.0277,0.9751,0.0525,0.0399,0.0223,0.0224,normal
1.0107,1.0006,0.012,1.0137,0.9697,0.044,0.0354,0.0146,0.0105,normal
0.9855,1.3129,0.1987,1.5539,0.9855,0.5684,0.203,0.1202,-0.1785,speed_hump
0.9764,0.9846,0.0062,0.9936,0.9764,0.0172,0.0121,0.0069,-0.0011,braking
0.9924,0.9911,0.01,1.0073,0.9733,0.034,0.0205,0.0092,-0.004,normal
1.0081,1.5322,0.3337,1.9285,0.9887,0.9398,0.348,0.2067,-0.3243,speed_hump
1.0061,1.0582,0.4143,2.1645,0.373,1.7914,1.7914,0.406,0.633,pothole
1.0282,1.5348,0.3318,1.9398,1.0059,0.9339,0.3298,0.2051,-0.2749,speed_hump
1.0202,1.1879,0.7237,3.3117,0.5045,2.8072,2.8072,0.6319,0.5157,pothole
0.9871,1.0792,0.4858,2.4254,0.3754,2.05,2.05,0.465,0.6117,pothole
1.0022,0.9938,0.0075,1.0105,0.9844,0.026,0.0183,0.0071,0.0077,normal
1.0191,1.5585,0.3364,1.9564,1.0191,0.9373,0.3275,0.2061,-0.3275,speed_hump
1.009,1.015,0.0083,1.0341,1.005,0.0291,0.029,0.0102,0.004,braking
0.9696,0.9823,0.0079,0.9944,0.9683,0.0262,0.0143,0.0084,-0.0115,braking
0.9912,1.5792,0.3689,2.012,0.9912,1.0207,0.363,0.2261,-0.358,speed_hump
1.0235,0.9992,0.0179,1.0249,0.9696,0.0553,0.0359,0.0224,0.0103,normal
1.0042,0.9947,0.0151,1.0139,0.9658,0.0481,0.048,0.0236,0.0098,normal
0.9898,1.1886,0.7573,3.4111,0.4743,2.9367,2.9367,0.6601,0.5154,pothole
0.9743,1.5044,0.3338,1.892,0.9743,0.9177,0.3285,0.2033,-0.2998,speed_hump
1.0102,1.0049,0.0086,1.0201,0.9869,0.0332,0.0211,0.0106,0.0018,normal
1.0082,1.1596,0.7177,3.2276,0.335,2.8926,2.8926,0.65,0.6732,pothole
1.0026,1.0618,0.3899,2.1441,0.5022,1.6419,1.6419,0.376,0.5004,pothole
0.9949,0.9988,0.0078,1.0087,0.9854,0.0233,0.022,0.0067,-0.0034,normal
1.001,1.0008,0.0074,1.0135,0.991,0.0225,0.0208,0.0115,0.0088,normal
1.0236,1.0076,0.0113,1.0236,0.9862,0.0374,0.0276,0.0118,0.0154,braking
0.9932,0.9976,0.0067,1.0117,0.9892,0.0225,0.0198,0.011,-0.0117,normal
0.9903,0.9963,0.0111,1.014,0.9806,0.0334,0.0334,0.0185,-0.0009,normal
0.9884,1.5457,0.3422,1.9629,0.9884,0.9745,0.3522,0.2153,-0.3507,speed_hump
0.9862,1.2008,0.7449,3.4038,0.5853,2.8186,2.8186,0.635,0.4009,pothole
1.0345,1.016,0.0107,1.0345,0.9957,0.0389,0.0193,0.0124,0.0192,braking
1.0344,1.0144,0.0163,1.0344,0.9896,0.0448,0.0363,0.0165,0.0053,braking
1.0137,1.0029,0.0079,1.0158,0.9879,0.0279,0.0279,0.0111,0.0258,normal
0.9928,1.2208,0.8357,3.6942,0.5398,3.1544,3.1544,0.7085,0.4529,pothole
1.0027,0.9931,0.0066,1.0027,0.9849,0.0178,0.0153,0.0054,0.0032,braking
0.9787,1.0538,0.4335,2.1993,0.3155,1.8838,1.8838,0.4236,0.6632,pothole
1.0163,0.9995,0.0106,1.0163,0.9799,0.0364,0.0277,0.0131,0.0144,normal
