imu_now,imu_1ago,imu_2ago,imu_rate_of_change,motion_score,camera_high,label
0.986,1.0064,1.0009,-0.0204,1.3309,0,normal
1.0134,0.986,1.0064,0.0274,0.9482,0,normal
1.0165,1.0134,0.986,0.0031,0.5312,0,normal
0.9881,1.0165,1.0134,-0.0284,0.6338,0,normal
1.0056,0.9881,1.0165,0.0175,0.3125,0,normal
1.0081,1.0056,0.9881,0.0025,0.5616,0,normal
1.0063,1.0081,1.0056,-0.0018,0.653,0,normal
0.9952,1.0063,1.0081,-0.0111,0.8105,0,normal
1.0032,0.9952,1.0063,0.008,0.0378,0,normal
0.9966,1.0032,0.9952,-0.0065,1.3827,0,normal
0.9972,0.9966,1.0032,0.0006,0.7992,0,normal
0.9853,0.9972,0.9966,-0.0119,0.5613,0,normal
0.9973,0.9853,0.9972,0.012,0.6781,0,normal
1.0166,0.9973,0.9853,0.0193,0.4809,0,normal
0.9819,1.0166,0.9973,-0.0347,0.8241,0,normal
1.0006,0.9819,1.0166,0.0187,0.7571,0,normal
0.9811,1.0006,0.9819,-0.0195,0.9806,0,normal
1.0133,0.9811,1.0006,0.0322,0.5205,0,normal
0.9989,1.0133,0.9811,-0.0145,0.1378,0,normal
0.9827,0.9989,1.0133,-0.0161,0.038,0,normal
1.0102,0.9827,0.9989,0.0275,0.8354,0,normal
1.0073,1.0102,0.9827,-0.0029,0.6751,0,normal
0.9856,1.0073,1.0102,-0.0217,1.3992,0,normal
1.0122,0.9856,1.0073,0.0266,1.0274,0,normal
0.9834,1.0122,0.9856,-0.0288,0.2694,0,normal
0.985,0.9834,1.0122,0.0016,1.0614,0,normal
1.0063,0.985,0.9834,0.0213,0.9127,0,normal
0.9848,1.0063,0.985,-0.0215,0.3872,0,normal
1.019,0.9848,1.0063,0.0342,1.2435,0,normal
1.0007,1.019,0.9848,-0.0183,0.6781,0,normal
1.0097,1.0007,1.019,0.0089,1.0245,0,normal
1.0114,1.0097,1.0007,0.0017,0.5374,0,normal
1.0024,1.0114,1.0097,-0.009,0.9038,0,normal
0.98,1.0024,1.0114,-0.0224,1.2324,0,normal
0.9815,0.98,1.0024,0.0015,0.6327,0,normal
1.0175,0.9815,0.98,0.036,0.1609,0,normal
1.0191,1.0175,0.9815,0.0016,0.2161,0,normal
1.0122,1.0191,1.0175,-0.0069,0.4286,0,normal
0.9992,1.0122,1.0191,-0.013,0.0919,0,normal
1.0069,0.9992,1.0122,0.0077,0.0087,0,normal
1.0055,1.0069,0.9992,-0.0014,0.41,0,normal
1.0157,1.0055,1.0069,0.0101,0.9347,0,normal
0.9845,1.0157,1.0055,-0.0311,0.7547,0,normal
0.9901,0.9845,1.0157,0.0056,0.8348,0,normal
1.0113,0.9901,0.9845,0.0212,0.2911,0,normal
0.997,1.0113,0.9901,-0.0143,0.5658,0,normal
1.0048,0.997,1.0113,0.0078,0.6866,0,normal
1.002,1.0048,0.997,-0.0028,1.0584,0,normal
0.9966,1.002,1.0048,-0.0053,1.1674,0,normal
1.0172,0.9966,1.002,0.0206,0.7335,0,normal
0.984,1.0172,0.9966,-0.0332,1.0227,0,normal
0.9953,0.984,1.0172,0.0114,1.2697,0,normal
1.0002,0.9953,0.984,0.0049,0.1004,0,normal
1.0016,1.0002,0.9953,0.0014,0.7562,0,normal
1.0186,1.0016,1.0002,0.0171,0.0871,0,normal
0.9981,1.0186,1.0016,-0.0205,0.0521,0,normal
0.9892,0.9981,1.0186,-0.009,0.5595,0,normal
1.0179,0.9892,0.9981,0.0287,1.3403,0,normal
1.002,1.0179,0.9892,-0.0158,1.2051,0,normal
1.0131,1.002,1.0179,0.011,0.8285,0,normal
1.0173,1.0131,1.002,0.0043,1.1847,0,normal
0.9898,1.0173,1.0131,-0.0276,0.4758,0,normal
1.0011,0.9898,1.0173,0.0113,0.1467,0,normal
0.9983,1.0011,0.9898,-0.0028,1.2104,0,normal
2.8131,0.9983,1.0011,1.8148,3.4522,1,hazard
2.7917,2.8131,0.9983,-0.0214,3.8725,1,hazard
0.3015,2.7917,2.8131,-2.4901,3.975,1,hazard
1.3904,0.3015,2.7917,1.0889,2.6808,1,hazard
1.1121,1.3904,0.3015,-0.2784,2.8297,1,hazard
1.0105,1.1121,1.3904,-0.1015,2.4131,1,hazard
0.9922,1.0105,1.1121,-0.0183,2.4945,1,hazard
1.0113,0.9922,1.0105,0.0192,0.7088,0,normal
0.9894,1.0113,0.9922,-0.022,0.3743,0,normal
0.9979,0.9894,1.0113,0.0085,1.3041,0,normal
1.0049,0.9979,0.9894,0.007,0.4325,0,normal
0.9863,1.0049,0.9979,-0.0186,0.4304,0,normal
1.0064,0.9863,1.0049,0.0201,0.2333,0,normal
1.0144,1.0064,0.9863,0.0081,0.2483,0,normal
1.0031,1.0144,1.0064,-0.0113,0.8214,0,normal
0.992,1.0031,1.0144,-0.0111,1.0728,0,normal
0.9847,0.992,1.0031,-0.0073,0.8151,0,normal
0.9928,0.9847,0.992,0.0081,1.1549,0,normal
0.9998,0.9928,0.9847,0.0071,0.9262,0,normal
1.0129,0.9998,0.9928,0.0131,0.7783,0,normal
0.9885,1.0129,0.9998,-0.0244,0.2504,0,normal
0.9962,0.9885,1.0129,0.0076,1.3216,0,normal
1.0096,0.9962,0.9885,0.0134,0.2407,0,normal
0.9818,1.0096,0.9962,-0.0278,1.3262,0,normal
0.9961,0.9818,1.0096,0.0143,0.6668,0,normal
0.985,0.9961,0.9818,-0.0111,1.3749,0,normal
1.0119,0.985,0.9961,0.0269,0.8917,0,normal
1.0013,1.0119,0.985,-0.0106,1.2442,0,normal
0.9801,1.0013,1.0119,-0.0212,1.3737,0,normal
1.0001,0.9801,1.0013,0.0199,0.6393,0,normal
0.9916,1.0001,0.9801,-0.0084,1.2115,0,normal
1.0194,0.9916,1.0001,0.0277,0.8819,0,normal
0.9953,1.0194,0.9916,-0.0241,0.3711,0,normal
0.9928,0.9953,1.0194,-0.0025,1.0209,0,normal
0.9831,0.9928,0.9953,-0.0097,0.7816,0,normal
0.9987,0.9831,0.9928,0.0157,0.7013,0,normal
1.0061,0.9987,0.9831,0.0073,0.1169,0,normal
0.9999,1.0061,0.9987,-0.0061,0.6861,0,normal
0.989,0.9999,1.0061,-0.0109,1.3971,0,normal
0.9863,0.989,0.9999,-0.0027,0.9918,0,normal
1.0164,0.9863,0.989,0.0301,0.1628,0,normal
0.982,1.0164,0.9863,-0.0345,0.8971,0,normal
1.0004,0.982,1.0164,0.0184,0.3905,0,normal
1.0083,1.0004,0.982,0.0079,0.395,0,normal
1.0085,1.0083,1.0004,0.0002,1.07,0,normal
1.0132,1.0085,1.0083,0.0046,0.9789,0,normal
1.0195,1.0132,1.0085,0.0063,0.5212,0,normal
1.0051,1.0195,1.0132,-0.0143,0.3844,0,normal
0.9834,1.0051,1.0195,-0.0218,0.7116,0,normal
1.016,0.9834,1.0051,0.0326,0.7936,0,normal
1.0118,1.016,0.9834,-0.0042,1.2673,0,normal
0.9928,1.0118,1.016,-0.019,0.079,0,normal
1.0124,0.9928,1.0118,0.0196,1.0819,0,normal
1.0178,1.0124,0.9928,0.0054,0.1565,0,normal
1.0103,1.0178,1.0124,-0.0075,0.1588,0,normal
0.9945,1.0103,1.0178,-0.0158,0.2786,0,normal
1.0039,0.9945,1.0103,0.0094,0.0654,0,normal
1.001,1.0039,0.9945,-0.003,1.0606,0,normal
1.013,1.001,1.0039,0.0121,0.8858,0,normal
1.0109,1.013,1.001,-0.0021,0.1178,0,normal
0.9867,1.0109,1.013,-0.0242,1.0619,0,normal
1.0057,0.9867,1.0109,0.019,0.6847,0,normal
0.9848,1.0057,0.9867,-0.0208,0.6333,0,normal
0.9833,0.9848,1.0057,-0.0016,0.3849,0,normal
1.0098,0.9833,0.9848,0.0265,0.0945,0,normal
1.0104,1.0098,0.9833,0.0006,1.1881,0,normal
1.0092,1.0104,1.0098,-0.0012,0.266,0,normal
0.9874,1.0092,1.0104,-0.0218,0.3629,0,normal
1.0161,0.9874,1.0092,0.0286,0.1576,0,normal
1.0043,1.0161,0.9874,-0.0118,0.716,0,normal
0.9936,1.0043,1.0161,-0.0107,1.3845,0,normal
1.0166,0.9936,1.0043,0.023,1.2838,0,normal
1.009,1.0166,0.9936,-0.0077,0.2369,0,normal
0.9835,1.009,1.0166,-0.0254,0.1563,0,normal
1.0037,0.9835,1.009,0.0202,0.7259,0,normal
2.8149,1.0037,0.9835,1.8112,3.3669,1,hazard
2.7818,2.8149,1.0037,-0.0331,1.8755,1,hazard
0.3107,2.7818,2.8149,-2.4711,2.0129,1,hazard
1.3932,0.3107,2.7818,1.0825,1.9267,1,hazard
1.1025,1.3932,0.3107,-0.2907,2.9011,1,hazard
0.9899,1.1025,1.3932,-0.1126,3.0229,1,hazard
0.9994,0.9899,1.1025,0.0095,3.8277,1,hazard
0.9866,0.9994,0.9899,-0.0128,0.069,0,normal
1.0128,0.9866,0.9994,0.0262,0.4019,0,normal
1.0097,1.0128,0.9866,-0.0031,0.6198,0,normal
1.0121,1.0097,1.0128,0.0024,0.3922,0,normal
1.0174,1.0121,1.0097,0.0053,1.2966,0,normal
0.9872,1.0174,1.0121,-0.0302,0.3722,0,normal
0.9934,0.9872,1.0174,0.0062,0.1483,0,normal
0.987,0.9934,0.9872,-0.0064,0.6296,0,normal
0.9957,0.987,0.9934,0.0087,0.8457,0,normal
0.9939,0.9957,0.987,-0.0018,0.7183,0,normal
1.0004,0.9939,0.9957,0.0065,0.2779,0,normal
0.9959,1.0004,0.9939,-0.0045,0.8381,0,normal
1.0118,0.9959,1.0004,0.0159,1.1501,0,normal
1.0069,1.0118,0.9959,-0.005,0.9433,0,normal
1.0174,1.0069,1.0118,0.0105,0.9298,0,normal
1.0139,1.0174,1.0069,-0.0035,0.5078,0,normal
1.0067,1.0139,1.0174,-0.0072,0.976,0,normal
1.0122,1.0067,1.0139,0.0055,0.9012,0,normal
1.0174,1.0122,1.0067,0.0052,0.4759,0,normal
1.0063,1.0174,1.0122,-0.0111,1.0859,0,normal
0.9922,1.0063,1.0174,-0.0141,1.3764,0,normal
0.9902,0.9922,1.0063,-0.002,1.1282,0,normal
1.0009,0.9902,0.9922,0.0107,0.7236,0,normal
1.0095,1.0009,0.9902,0.0086,0.0138,0,normal
0.9904,1.0095,1.0009,-0.0191,0.8254,0,normal
0.9804,0.9904,1.0095,-0.01,1.3622,0,normal
0.9936,0.9804,0.9904,0.0132,0.0404,0,normal
1.0173,0.9936,0.9804,0.0237,0.0417,0,normal
0.9912,1.0173,0.9936,-0.0261,0.3141,0,normal
0.9912,0.9912,1.0173,0.0,0.169,0,normal
1.013,0.9912,0.9912,0.0218,0.3477,0,normal
1.0095,1.013,0.9912,-0.0034,1.0599,0,normal
1.0097,1.0095,1.013,0.0002,1.2402,0,normal
0.985,1.0097,1.0095,-0.0247,0.7844,0,normal
0.9892,0.985,1.0097,0.0042,0.7315,0,normal
1.3086,0.9892,0.985,0.3194,1.5385,1,caution
1.2875,1.3086,0.9892,-0.0211,1.7581,1,caution
1.3168,1.2875,1.3086,0.0292,1.329,0,caution
1.8051,1.3168,1.2875,0.4884,2.4752,1,caution
1.7944,1.8051,1.3168,-0.0108,1.7343,1,caution
1.483,1.7944,1.8051,-0.3114,1.6491,1,caution
1.4903,1.483,1.7944,0.0073,1.3733,0,caution
1.1877,1.4903,1.483,-0.3026,2.0619,1,caution
1.2074,1.1877,1.4903,0.0197,1.3363,0,caution
0.9937,1.2074,1.1877,-0.2136,2.3715,1,caution
1.012,0.9937,1.2074,0.0183,2.039,1,caution
1.0105,1.012,0.9937,-0.0015,0.3867,0,normal
0.9957,1.0105,1.012,-0.0148,0.9612,0,normal
0.9844,0.9957,1.0105,-0.0113,1.3904,0,normal
0.9988,0.9844,0.9957,0.0144,0.8418,0,normal
1.0004,0.9988,0.9844,0.0016,1.3935,0,normal
0.9993,1.0004,0.9988,-0.0011,0.3174,0,normal
0.9904,0.9993,1.0004,-0.0089,0.7915,0,normal
1.0092,0.9904,0.9993,0.0188,0.3509,0,normal
1.0171,1.0092,0.9904,0.0079,1.2659,0,normal
1.007,1.0171,1.0092,-0.0101,0.9556,0,normal
0.9826,1.007,1.0171,-0.0244,0.0711,0,normal
1.0016,0.9826,1.007,0.0191,0.5593,0,normal
1.0198,1.0016,0.9826,0.0181,0.2262,0,normal
1.0085,1.0198,1.0016,-0.0113,0.4579,0,normal
0.996,1.0085,1.0198,-0.0125,0.161,0,normal
1.0168,0.996,1.0085,0.0209,1.1165,0,normal
0.9967,1.0168,0.996,-0.0202,0.4441,0,normal
1.0024,0.9967,1.0168,0.0057,1.0097,0,normal
0.9926,1.0024,0.9967,-0.0098,0.6923,0,normal
1.0002,0.9926,1.0024,0.0076,1.2185,0,normal
0.9841,1.0002,0.9926,-0.0161,0.3485,0,normal
1.0032,0.9841,1.0002,0.0191,1.267,0,normal
1.0039,1.0032,0.9841,0.0007,0.5623,0,normal
1.0175,1.0039,1.0032,0.0136,1.325,0,normal
1.0165,1.0175,1.0039,-0.0011,0.6711,0,normal
1.019,1.0165,1.0175,0.0025,0.4769,0,normal
1.0004,1.019,1.0165,-0.0186,0.3524,0,normal
0.9933,1.0004,1.019,-0.0071,0.3292,0,normal
0.9971,0.9933,1.0004,0.0038,1.005,0,normal
0.9924,0.9971,0.9933,-0.0048,1.2344,0,normal
1.0041,0.9924,0.9971,0.0117,0.5347,0,normal
1.0026,1.0041,0.9924,-0.0015,0.7938,0,normal
1.0136,1.0026,1.0041,0.011,0.0534,0,normal
1.0037,1.0136,1.0026,-0.0099,0.3443,0,normal
0.9913,1.0037,1.0136,-0.0124,0.3995,0,normal
1.0139,0.9913,1.0037,0.0227,1.3976,0,normal
0.9906,1.0139,0.9913,-0.0233,0.493,0,normal
1.0177,0.9906,1.0139,0.0271,0.8666,0,normal
1.0022,1.0177,0.9906,-0.0154,1.2235,0,normal
1.0008,1.0022,1.0177,-0.0015,1.0391,0,normal
1.0017,1.0008,1.0022,0.001,0.921,0,normal
0.9912,1.0017,1.0008,-0.0106,0.4722,0,normal
0.9888,0.9912,1.0017,-0.0023,0.8732,0,normal
0.9843,0.9888,0.9912,-0.0045,1.1557,0,normal
1.0116,0.9843,0.9888,0.0273,1.2177,0,normal
1.0171,1.0116,0.9843,0.0056,0.2876,0,normal
1.0021,1.0171,1.0116,-0.015,1.0945,0,normal
0.9968,1.0021,1.0171,-0.0053,0.3521,0,normal
1.3109,0.9968,1.0021,0.3141,1.5361,1,caution
1.3071,1.3109,0.9968,-0.0038,2.2717,1,caution
1.3079,1.3071,1.3109,0.0008,1.8189,1,caution
1.8181,1.3079,1.3071,0.5102,1.4496,0,caution
1.7816,1.8181,1.3079,-0.0365,2.1116,1,caution
1.4809,1.7816,1.8181,-0.3007,2.3857,1,caution
1.5144,1.4809,1.7816,0.0335,2.3888,1,caution
1.1949,1.5144,1.4809,-0.3195,1.5738,1,caution
1.2102,1.1949,1.5144,0.0154,1.055,0,caution
1.0009,1.2102,1.1949,-0.2093,1.3028,0,caution
0.987,1.0009,1.2102,-0.0139,1.4127,0,caution
1.0097,0.987,1.0009,0.0227,0.5929,0,normal
1.0052,1.0097,0.987,-0.0045,0.7106,0,normal
1.0023,1.0052,1.0097,-0.0029,0.0541,0,normal
1.014,1.0023,1.0052,0.0117,1.0289,0,normal
0.9833,1.014,1.0023,-0.0307,1.2308,0,normal
1.0105,0.9833,1.014,0.0272,1.037,0,normal
1.0009,1.0105,0.9833,-0.0096,1.2886,0,normal
0.9967,1.0009,1.0105,-0.0042,0.9716,0,normal
0.9891,0.9967,1.0009,-0.0075,0.563,0,normal
0.9821,0.9891,0.9967,-0.007,0.5473,0,normal
1.0169,0.9821,0.9891,0.0348,0.7758,0,normal
1.0064,1.0169,0.9821,-0.0105,0.0199,0,normal
0.9942,1.0064,1.0169,-0.0122,1.1098,0,normal
1.0192,0.9942,1.0064,0.025,0.4964,0,normal
0.9948,1.0192,0.9942,-0.0244,1.1699,0,normal
0.9932,0.9948,1.0192,-0.0016,0.0556,0,normal
1.0058,0.9932,0.9948,0.0126,1.29,0,normal
1.016,1.0058,0.9932,0.0102,1.0041,0,normal
1.0167,1.016,1.0058,0.0007,0.1104,0,normal
0.9984,1.0167,1.016,-0.0183,0.8118,0,normal
1.0102,0.9984,1.0167,0.0118,0.6921,0,normal
1.0193,1.0102,0.9984,0.0091,1.2249,0,normal
0.9995,1.0193,1.0102,-0.0198,0.6814,0,normal
1.0117,0.9995,1.0193,0.0122,0.4615,0,normal
0.9816,1.0117,0.9995,-0.03,0.2492,0,normal
0.9944,0.9816,1.0117,0.0128,1.1736,0,normal
0.9813,0.9944,0.9816,-0.0131,0.5585,0,normal
1.0117,0.9813,0.9944,0.0304,1.1096,0,normal
0.9859,1.0117,0.9813,-0.0258,1.1094,0,normal
1.008,0.9859,1.0117,0.0221,0.3369,0,normal
0.9956,1.008,0.9859,-0.0123,0.2949,0,normal
0.9931,0.9956,1.008,-0.0026,0.7592,0,normal
0.9934,0.9931,0.9956,0.0003,0.8643,0,normal
1.0161,0.9934,0.9931,0.0227,1.2393,0,normal
1.0013,1.0161,0.9934,-0.0148,0.2686,0,normal
1.0111,1.0013,1.0161,0.0098,0.3879,0,normal
1.0095,1.0111,1.0013,-0.0016,0.3006,0,normal
1.0052,1.0095,1.0111,-0.0043,0.5256,0,normal
1.0165,1.0052,1.0095,0.0114,0.8298,0,normal
1.0128,1.0165,1.0052,-0.0037,0.0122,0,normal
0.9932,1.0128,1.0165,-0.0196,0.2237,0,normal
0.9828,0.9932,1.0128,-0.0104,0.6898,0,normal
1.0058,0.9828,0.9932,0.023,1.2848,0,normal
0.9915,1.0058,0.9828,-0.0143,0.2668,0,normal
1.0172,0.9915,1.0058,0.0257,0.2397,0,normal
0.9932,1.0172,0.9915,-0.0239,0.2002,0,normal
1.0142,0.9932,1.0172,0.021,0.479,0,normal
1.0004,1.0142,0.9932,-0.0138,1.1001,0,normal
1.0091,1.0004,1.0142,0.0087,1.0705,0,normal
0.9935,1.0091,1.0004,-0.0156,0.2154,0,normal
1.0032,0.9935,1.0091,0.0097,0.6907,0,normal
1.0068,1.0032,0.9935,0.0036,0.0543,0,normal
1.0074,1.0068,1.0032,0.0006,1.033,0,normal
1.0055,1.0074,1.0068,-0.0019,0.0795,0,normal
1.0127,1.0055,1.0074,0.0071,0.1813,0,normal
1.0048,1.0127,1.0055,-0.0078,0.518,0,normal
1.018,1.0048,1.0127,0.0132,0.4027,0,normal
1.011,1.018,1.0048,-0.007,1.2627,0,normal
2.8185,1.011,1.018,1.8075,3.2486,1,hazard
2.8043,2.8185,1.011,-0.0142,3.8605,1,hazard
0.2843,2.8043,2.8185,-2.5201,3.8222,1,hazard
1.4189,0.2843,2.8043,1.1347,2.9921,1,hazard
1.1005,1.4189,0.2843,-0.3184,3.9472,1,hazard
0.9819,1.1005,1.4189,-0.1186,3.8084,1,hazard
0.9838,0.9819,1.1005,0.0019,1.9403,1,hazard
0.9912,0.9838,0.9819,0.0074,1.2038,0,normal
0.9941,0.9912,0.9838,0.003,0.1929,0,normal
1.0052,0.9941,0.9912,0.0111,0.7764,0,normal
0.985,1.0052,0.9941,-0.0202,0.5131,0,normal
0.9866,0.985,1.0052,0.0017,0.2209,0,normal
1.0125,0.9866,0.985,0.0258,0.3676,0,normal
0.9927,1.0125,0.9866,-0.0198,0.1167,0,normal
0.9829,0.9927,1.0125,-0.0097,0.6876,0,normal
0.9878,0.9829,0.9927,0.0049,0.428,0,normal
0.9942,0.9878,0.9829,0.0063,1.0699,0,normal
1.014,0.9942,0.9878,0.0199,0.883,0,normal
0.985,1.014,0.9942,-0.029,0.556,0,normal
1.004,0.985,1.014,0.019,1.0464,0,normal
1.0023,1.004,0.985,-0.0017,0.8542,0,normal
0.9859,1.0023,1.004,-0.0164,0.3561,0,normal
1.0004,0.9859,1.0023,0.0145,0.2137,0,normal
0.9997,1.0004,0.9859,-0.0007,0.8775,0,normal
1.0011,0.9997,1.0004,0.0014,1.3924,0,normal
1.0085,1.0011,0.9997,0.0074,0.2976,0,normal
1.0147,1.0085,1.0011,0.0062,0.2205,0,normal
1.0035,1.0147,1.0085,-0.0112,1.0957,0,normal
0.9832,1.0035,1.0147,-0.0202,0.8958,0,normal
1.0195,0.9832,1.0035,0.0363,0.3788,0,normal
1.0176,1.0195,0.9832,-0.0019,1.3204,0,normal
0.9946,1.0176,1.0195,-0.023,1.2411,0,normal
0.9869,0.9946,1.0176,-0.0077,0.8692,0,normal
0.9921,0.9869,0.9946,0.0053,0.833,0,normal
0.9872,0.9921,0.9869,-0.0049,0.0349,0,normal
1.0064,0.9872,0.9921,0.0192,0.1458,0,normal
0.9896,1.0064,0.9872,-0.0168,1.2085,0,normal
1.0128,0.9896,1.0064,0.0232,0.2503,0,normal
1.0048,1.0128,0.9896,-0.008,0.6994,0,normal
0.9916,1.0048,1.0128,-0.0133,0.6368,0,normal
0.9853,0.9916,1.0048,-0.0062,0.597,0,normal
0.9991,0.9853,0.9916,0.0137,1.1065,0,normal
1.0188,0.9991,0.9853,0.0197,0.5655,0,normal
1.0197,1.0188,0.9991,0.0009,0.2147,0,normal
1.013,1.0197,1.0188,-0.0067,1.009,0,normal
0.9831,1.013,1.0197,-0.0299,0.585,0,normal
0.9895,0.9831,1.013,0.0064,1.3979,0,normal
1.0197,0.9895,0.9831,0.0302,0.7244,0,normal
0.9959,1.0197,0.9895,-0.0239,0.3842,0,normal
1.016,0.9959,1.0197,0.0201,0.068,0,normal
0.9878,1.016,0.9959,-0.0282,0.2677,0,normal
1.0197,0.9878,1.016,0.032,0.8262,0,normal
0.9963,1.0197,0.9878,-0.0234,0.3558,0,normal
1.0124,0.9963,1.0197,0.016,1.1767,0,normal
0.9899,1.0124,0.9963,-0.0224,0.3282,0,normal
0.9832,0.9899,1.0124,-0.0067,0.5095,0,normal
1.0038,0.9832,0.9899,0.0206,1.1333,0,normal
0.988,1.0038,0.9832,-0.0158,0.7042,0,normal
1.0081,0.988,1.0038,0.0201,0.8856,0,normal
0.9844,1.0081,0.988,-0.0237,0.9454,0,normal
1.0171,0.9844,1.0081,0.0327,0.9736,0,normal
0.9906,1.0171,0.9844,-0.0265,0.1804,0,normal
0.9828,0.9906,1.0171,-0.0078,1.2228,0,normal
1.0013,0.9828,0.9906,0.0186,0.2438,0,normal
1.0044,1.0013,0.9828,0.0031,1.1002,0,normal
1.0033,1.0044,1.0013,-0.0011,1.3281,0,normal
0.9898,1.0033,1.0044,-0.0135,1.2523,0,normal
0.9828,0.9898,1.0033,-0.007,0.7354,0,normal
0.986,0.9828,0.9898,0.0032,0.9149,0,normal
0.9906,0.986,0.9828,0.0046,0.0739,0,normal
0.9976,0.9906,0.986,0.0069,1.1054,0,normal
1.0015,0.9976,0.9906,0.0039,1.2138,0,normal
0.9953,1.0015,0.9976,-0.0062,0.9458,0,normal
1.0162,0.9953,1.0015,0.0209,0.0611,0,normal
1.0177,1.0162,0.9953,0.0016,0.3731,0,normal
1.0186,1.0177,1.0162,0.0009,0.2562,0,normal
1.0043,1.0186,1.0177,-0.0143,1.1299,0,normal
1.0173,1.0043,1.0186,0.013,1.0369,0,normal
1.0051,1.0173,1.0043,-0.0122,0.8484,0,normal
0.9961,1.0051,1.0173,-0.009,0.797,0,normal
1.0132,0.9961,1.0051,0.0171,0.1544,0,normal
1.0003,1.0132,0.9961,-0.0129,1.3812,0,normal
0.9813,1.0003,1.0132,-0.019,0.6665,0,normal
1.0172,0.9813,1.0003,0.0359,1.0569,0,normal
1.0081,1.0172,0.9813,-0.0091,0.8718,0,normal
1.0,1.0081,1.0172,-0.0081,0.5094,0,normal
0.9834,1.0,1.0081,-0.0166,1.1002,0,normal
0.9991,0.9834,1.0,0.0157,0.5708,0,normal
0.9833,0.9991,0.9834,-0.0158,0.3665,0,normal
1.0073,0.9833,0.9991,0.024,0.4612,0,normal
0.9927,1.0073,0.9833,-0.0146,0.7635,0,normal
1.0125,0.9927,1.0073,0.0198,1.3699,0,normal
0.9913,1.0125,0.9927,-0.0212,0.0874,0,normal
1.0148,0.9913,1.0125,0.0235,0.155,0,normal
0.9905,1.0148,0.9913,-0.0243,1.1718,0,normal
0.998,0.9905,1.0148,0.0075,0.5459,0,normal
0.9821,0.998,0.9905,-0.0159,0.6518,0,normal
0.9867,0.9821,0.998,0.0046,0.0027,0,normal
0.9832,0.9867,0.9821,-0.0035,0.4308,0,normal
1.0142,0.9832,0.9867,0.0311,1.243,0,normal
1.3166,1.0142,0.9832,0.3023,1.0979,0,caution
1.2872,1.3166,1.0142,-0.0294,1.3606,0,caution
1.3062,1.2872,1.3166,0.019,1.2581,0,caution
1.7963,1.3062,1.2872,0.4901,2.1414,1,caution
1.8169,1.7963,1.3062,0.0206,1.0858,0,caution
1.4913,1.8169,1.7963,-0.3256,2.4652,1,caution
1.5067,1.4913,1.8169,0.0154,1.5977,1,caution
1.2145,1.5067,1.4913,-0.2922,1.5201,1,caution
1.2154,1.2145,1.5067,0.0009,2.2218,1,caution
1.0111,1.2154,1.2145,-0.2044,1.7564,1,caution
1.0138,1.0111,1.2154,0.0027,1.2493,0,caution
1.0174,1.0138,1.0111,0.0036,0.028,0,normal
0.998,1.0174,1.0138,-0.0194,0.8304,0,normal
0.9883,0.998,1.0174,-0.0097,1.3329,0,normal
0.9919,0.9883,0.998,0.0036,0.9012,0,normal
1.0177,0.9919,0.9883,0.0259,0.1312,0,normal
0.9992,1.0177,0.9919,-0.0186,0.4207,0,normal
1.0007,0.9992,1.0177,0.0015,0.9959,0,normal
0.9846,1.0007,0.9992,-0.0161,0.4174,0,normal
0.9928,0.9846,1.0007,0.0083,1.2584,0,normal
0.9935,0.9928,0.9846,0.0007,0.9289,0,normal
1.0085,0.9935,0.9928,0.015,0.7945,0,normal
0.986,1.0085,0.9935,-0.0225,0.3235,0,normal
1.0014,0.986,1.0085,0.0153,0.9812,0,normal
0.9957,1.0014,0.986,-0.0056,0.7326,0,normal
1.0061,0.9957,1.0014,0.0104,0.1068,0,normal
1.0012,1.0061,0.9957,-0.0049,0.7423,0,normal
0.9972,1.0012,1.0061,-0.004,0.961,0,normal
0.9912,0.9972,1.0012,-0.006,0.7844,0,normal
1.0064,0.9912,0.9972,0.0152,0.4966,0,normal
1.002,1.0064,0.9912,-0.0044,0.9898,0,normal
0.9916,1.002,1.0064,-0.0103,1.3334,0,normal
1.0111,0.9916,1.002,0.0195,0.68,0,normal
0.9976,1.0111,0.9916,-0.0136,0.3722,0,normal
0.9837,0.9976,1.0111,-0.0139,1.2,0,normal
0.9838,0.9837,0.9976,0.0001,1.0638,0,normal
0.9855,0.9838,0.9837,0.0017,0.8334,0,normal
0.9824,0.9855,0.9838,-0.0031,0.5496,0,normal
0.991,0.9824,0.9855,0.0087,0.5691,0,normal
1.0193,0.991,0.9824,0.0283,0.6657,0,normal
1.0196,1.0193,0.991,0.0003,1.332,0,normal
1.0033,1.0196,1.0193,-0.0164,0.7272,0,normal
1.0053,1.0033,1.0196,0.0021,0.524,0,normal
1.0107,1.0053,1.0033,0.0053,0.5616,0,normal
1.0153,1.0107,1.0053,0.0047,1.3807,0,normal
1.015,1.0153,1.0107,-0.0003,0.1302,0,normal
0.982,1.015,1.0153,-0.0329,1.0051,0,normal
1.2872,0.982,1.015,0.3052,2.0129,1,caution
1.2948,1.2872,0.982,0.0076,1.3513,0,caution
1.2941,1.2948,1.2872,-0.0008,1.0443,0,caution
1.8185,1.2941,1.2948,0.5245,2.1354,1,caution
1.7888,1.8185,1.2941,-0.0297,1.7008,1,caution
1.5193,1.7888,1.8185,-0.2695,2.0212,1,caution
1.4922,1.5193,1.7888,-0.0271,1.5947,1,caution
1.2149,1.4922,1.5193,-0.2773,1.4551,0,caution
